entry,at,order
"""daniel @ -2udal4db3"" collected 5700 from pot with Pair, 5's (combination: 5♠, 5♣, A♠, K♥, Q♥)",2025-05-16T14:54:04.409Z,174740724440902
"""daniel @ -2udal4db3"" shows a 5♠, A♠.",2025-05-16T14:54:04.409Z,174740724440901
"""ymk @ u2PJYvu21j"" shows a 7♣, A♦.",2025-05-16T14:54:04.409Z,174740724440900
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:54:03.551Z,174740724355100
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:54:02.209Z,174740724220900
"River: K♥, 6♣, 5♣, 2♥ [Q♥]",2025-05-16T14:53:58.727Z,174740723872700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:53:57.896Z,174740723789600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:53:56.734Z,174740723673400
"Turn: K♥, 6♣, 5♣ [2♥]",2025-05-16T14:53:54.463Z,174740723446300
"""daniel @ -2udal4db3"" checks",2025-05-16T14:53:53.651Z,174740723365100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:53:52.593Z,174740723259300
"Flop:  [K♥, 6♣, 5♣]",2025-05-16T14:53:51.128Z,174740723112800
"""ymk @ u2PJYvu21j"" calls 1500",2025-05-16T14:53:50.305Z,174740723030500
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:53:44.767Z,174740722476700
"""daniel @ -2udal4db3"" raises to 1500",2025-05-16T14:53:43.318Z,174740722331800
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:53:40.523Z,174740722052307
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:53:40.523Z,174740722052306
"Your hand is 5♠, A♠",2025-05-16T14:53:40.523Z,174740722052304
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20000) | #5 ""daniel @ -2udal4db3"" (73300) | #8 ""Ejk @ i4HZ9hui3f"" (46700)",2025-05-16T14:53:40.523Z,174740722052302
"-- starting hand #77 (id: 9okkg9oe3lre)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:53:40.523Z,174740722052301
"The player ""ymk @ u2PJYvu21j"" joined the game with a stack of 20000.",2025-05-16T14:53:40.523Z,174740722052300
"-- ending hand #76 --",2025-05-16T14:53:37.619Z,174740721761902
"""Ejk @ i4HZ9hui3f"" collected 1200 from pot",2025-05-16T14:53:37.619Z,174740721761901
"Uncalled bet of 1800 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:53:37.619Z,174740721761900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:53:36.776Z,174740721677600
"""Ejk @ i4HZ9hui3f"" bets 1800",2025-05-16T14:53:34.431Z,174740721443100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:53:32.262Z,174740721226200
"Flop:  [8♣, J♥, 5♠]",2025-05-16T14:53:31.173Z,174740721117300
"The admin approved the player ""ymk @ u2PJYvu21j"" participation with a stack of 20000.",2025-05-16T14:53:30.845Z,174740721084501
"The player ""ymk @ u2PJYvu21j"" requested a seat.",2025-05-16T14:53:30.845Z,174740721084500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:53:30.339Z,174740721033900
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:53:29.272Z,174740720927200
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:53:27.212Z,174740720721206
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:53:27.212Z,174740720721205
"Your hand is 9♣, 2♠",2025-05-16T14:53:27.212Z,174740720721203
"Player stacks: #5 ""daniel @ -2udal4db3"" (73900) | #8 ""Ejk @ i4HZ9hui3f"" (46100)",2025-05-16T14:53:27.212Z,174740720721202
"-- starting hand #76 (id: nyjookiivgdw)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:53:27.212Z,174740720721201
"The player ""ymk @ u2PJYvu21j"" quits the game with a stack of 0.",2025-05-16T14:53:27.212Z,174740720721200
"-- ending hand #75 --",2025-05-16T14:53:19.206Z,174740719920602
"""daniel @ -2udal4db3"" collected 19850 from pot with Four of a Kind, Q's on the second run  (combination: Q♠, Q♥, Q♣, Q♦, K♠)",2025-05-16T14:53:19.206Z,174740719920601
"""daniel @ -2udal4db3"" collected 19850 from pot with Pair, Q's (combination: Q♠, Q♥, K♣, 10♥, 7♣)",2025-05-16T14:53:19.206Z,174740719920600
"River (second run): Q♣, J♦, 7♥, K♠ [Q♦]",2025-05-16T14:53:15.202Z,174740719520200
"Turn (second run): Q♣, J♦, 7♥ [K♠]",2025-05-16T14:53:11.158Z,174740719115800
"Flop (second run):  [Q♣, J♦, 7♥]",2025-05-16T14:53:07.154Z,174740718715400
"River: 7♣, 10♥, 5♣, K♣ [4♦]",2025-05-16T14:53:03.085Z,174740718308500
"Turn: 7♣, 10♥, 5♣ [K♣]",2025-05-16T14:52:59.070Z,174740717907000
"Flop:  [7♣, 10♥, 5♣]",2025-05-16T14:52:55.018Z,174740717501800
"""daniel @ -2udal4db3"" shows a Q♠, Q♥.",2025-05-16T14:52:50.973Z,174740717097301
"""ymk @ u2PJYvu21j"" shows a A♥, J♥.",2025-05-16T14:52:50.973Z,174740717097300
"All players in hand choose to run it twice.",2025-05-16T14:52:50.164Z,174740717016401
"""daniel @ -2udal4db3"" chooses to  run it twice.",2025-05-16T14:52:50.164Z,174740717016400
"""ymk @ u2PJYvu21j"" chooses to  run it twice.",2025-05-16T14:52:48.371Z,174740716837100
"Remaining players decide whether to run it twice.",2025-05-16T14:52:48.129Z,174740716812901
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:52:48.129Z,174740716812900
"""daniel @ -2udal4db3"" calls 19100",2025-05-16T14:52:42.993Z,174740716299300
"""ymk @ u2PJYvu21j"" raises to 19100 and go all in",2025-05-16T14:52:41.082Z,174740716108200
"""Ejk @ i4HZ9hui3f"" calls 1500",2025-05-16T14:52:37.620Z,174740715762000
"""daniel @ -2udal4db3"" raises to 1500",2025-05-16T14:52:36.557Z,174740715655700
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:52:33.763Z,174740715376306
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:52:33.763Z,174740715376305
"Your hand is Q♠, Q♥",2025-05-16T14:52:33.763Z,174740715376303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (19100) | #5 ""daniel @ -2udal4db3"" (53300) | #8 ""Ejk @ i4HZ9hui3f"" (47600)",2025-05-16T14:52:33.763Z,174740715376301
"-- starting hand #75 (id: ood9mcm6nvqe)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:52:33.763Z,174740715376300
"-- ending hand #74 --",2025-05-16T14:52:30.857Z,174740715085702
"""daniel @ -2udal4db3"" collected 8400 from pot",2025-05-16T14:52:30.857Z,174740715085701
"Uncalled bet of 6300 returned to ""daniel @ -2udal4db3""",2025-05-16T14:52:30.857Z,174740715085700
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:52:30.041Z,174740715004100
"""daniel @ -2udal4db3"" bets 6300",2025-05-16T14:52:28.430Z,174740714843000
"Turn: K♦, 7♥, 2♥ [4♦]",2025-05-16T14:52:21.649Z,174740714164900
"""Ejk @ i4HZ9hui3f"" calls 3300",2025-05-16T14:52:20.804Z,174740714080400
"""daniel @ -2udal4db3"" raises to 3300",2025-05-16T14:52:19.455Z,174740713945500
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:52:14.267Z,174740713426700
"""Ejk @ i4HZ9hui3f"" bets 1200",2025-05-16T14:52:13.178Z,174740713317800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:52:10.581Z,174740713058100
"Flop:  [K♦, 7♥, 2♥]",2025-05-16T14:52:09.445Z,174740712944500
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:52:08.608Z,174740712860800
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:52:07.567Z,174740712756700
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:52:06.234Z,174740712623400
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:52:04.042Z,174740712404206
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:52:04.042Z,174740712404205
"Your hand is K♠, 2♣",2025-05-16T14:52:04.042Z,174740712404203
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (19700) | #5 ""daniel @ -2udal4db3"" (48800) | #8 ""Ejk @ i4HZ9hui3f"" (51500)",2025-05-16T14:52:04.042Z,174740712404201
"-- starting hand #74 (id: 4ijbluj5qkxy)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:52:04.042Z,174740712404200
"-- ending hand #73 --",2025-05-16T14:52:01.109Z,174740712110902
"""Ejk @ i4HZ9hui3f"" collected 8700 from pot",2025-05-16T14:52:01.109Z,174740712110901
"Uncalled bet of 4800 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:52:01.109Z,174740712110900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:52:00.271Z,174740712027100
"""Ejk @ i4HZ9hui3f"" bets 4800",2025-05-16T14:51:58.734Z,174740711873400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:51:55.201Z,174740711520100
"Turn: 8♦, 2♣, 8♠ [4♦]",2025-05-16T14:51:54.508Z,174740711450800
"""daniel @ -2udal4db3"" calls 2400",2025-05-16T14:51:53.691Z,174740711369100
"""Ejk @ i4HZ9hui3f"" bets 2400",2025-05-16T14:51:51.691Z,174740711169100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:51:49.101Z,174740710910100
"Flop:  [8♦, 2♣, 8♠]",2025-05-16T14:51:47.846Z,174740710784600
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T14:51:47.042Z,174740710704200
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:51:45.993Z,174740710599300
"""Ejk @ i4HZ9hui3f"" raises to 1800",2025-05-16T14:51:44.289Z,174740710428900
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:51:42.018Z,174740710201807
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:51:42.018Z,174740710201806
"Your hand is 6♦, K♥",2025-05-16T14:51:42.018Z,174740710201804
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20000) | #5 ""daniel @ -2udal4db3"" (53000) | #8 ""Ejk @ i4HZ9hui3f"" (47000)",2025-05-16T14:51:42.018Z,174740710201802
"-- starting hand #73 (id: bpzxgrtudbsi)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:51:42.018Z,174740710201801
"The player ""ymk @ u2PJYvu21j"" joined the game with a stack of 20000.",2025-05-16T14:51:42.018Z,174740710201800
"-- ending hand #72 --",2025-05-16T14:51:39.093Z,174740709909302
"""Ejk @ i4HZ9hui3f"" collected 1200 from pot",2025-05-16T14:51:39.093Z,174740709909301
"Uncalled bet of 1800 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:51:39.093Z,174740709909300
"""daniel @ -2udal4db3"" folds",2025-05-16T14:51:38.247Z,174740709824700
"The admin approved the player ""ymk @ u2PJYvu21j"" participation with a stack of 20000.",2025-05-16T14:51:36.226Z,174740709622601
"The player ""ymk @ u2PJYvu21j"" requested a seat.",2025-05-16T14:51:36.226Z,174740709622600
"""Ejk @ i4HZ9hui3f"" raises to 2400",2025-05-16T14:51:36.106Z,174740709610600
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:51:33.718Z,174740709371800
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:51:32.238Z,174740709223806
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:51:32.238Z,174740709223805
"Your hand is K♦, 2♥",2025-05-16T14:51:32.238Z,174740709223803
"Player stacks: #5 ""daniel @ -2udal4db3"" (53600) | #8 ""Ejk @ i4HZ9hui3f"" (46400)",2025-05-16T14:51:32.238Z,174740709223802
"-- starting hand #72 (id: pezflaiyrefc)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:51:32.238Z,174740709223801
"The player ""ymk @ u2PJYvu21j"" quits the game with a stack of 0.",2025-05-16T14:51:32.238Z,174740709223800
"-- ending hand #71 --",2025-05-16T14:51:24.218Z,174740708421802
"""Ejk @ i4HZ9hui3f"" collected 9215 from pot with Pair, 8's on the second run  (combination: 8♥, 8♣, J♦, 9♦, 6♠)",2025-05-16T14:51:24.218Z,174740708421801
"""Ejk @ i4HZ9hui3f"" collected 9215 from pot with Pair, 8's (combination: 8♥, 8♣, J♣, 9♦, 5♣)",2025-05-16T14:51:24.218Z,174740708421800
"River (second run): 2♠, 3♠, 9♦, J♦ [6♠]",2025-05-16T14:51:20.214Z,174740708021400
"Turn (second run): 2♠, 3♠, 9♦ [J♦]",2025-05-16T14:51:16.200Z,174740707620000
"River: 2♠, 3♠, 9♦, 5♣ [J♣]",2025-05-16T14:51:12.109Z,174740707210900
"Turn: 2♠, 3♠, 9♦ [5♣]",2025-05-16T14:51:08.104Z,174740706810400
"""Ejk @ i4HZ9hui3f"" shows a 8♥, 8♣.",2025-05-16T14:51:04.099Z,174740706409901
"""ymk @ u2PJYvu21j"" shows a 3♦, Q♦.",2025-05-16T14:51:04.099Z,174740706409900
"All players in hand choose to run it twice.",2025-05-16T14:51:03.266Z,174740706326601
"""Ejk @ i4HZ9hui3f"" chooses to  run it twice.",2025-05-16T14:51:03.266Z,174740706326600
"""ymk @ u2PJYvu21j"" chooses to  run it twice.",2025-05-16T14:51:02.560Z,174740706256000
"Remaining players decide whether to run it twice.",2025-05-16T14:51:02.269Z,174740706226901
"""Ejk @ i4HZ9hui3f"" calls 6515",2025-05-16T14:51:02.269Z,174740706226900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:51:01.189Z,174740706118900
"""ymk @ u2PJYvu21j"" raises to 6515 and go all in",2025-05-16T14:50:59.707Z,174740705970700
"""Ejk @ i4HZ9hui3f"" bets 4050",2025-05-16T14:50:57.854Z,174740705785400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:50:55.641Z,174740705564100
"Flop:  [2♠, 3♠, 9♦]",2025-05-16T14:50:53.944Z,174740705394400
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T14:50:53.096Z,174740705309600
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:50:51.170Z,174740705117000
"""Ejk @ i4HZ9hui3f"" raises to 1800",2025-05-16T14:50:49.172Z,174740704917200
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:50:47.046Z,174740704704600
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:50:45.726Z,174740704572600
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:50:44.341Z,174740704434106
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:50:44.341Z,174740704434105
"Your hand is 5♥, 2♣",2025-05-16T14:50:44.341Z,174740704434103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (8315) | #5 ""daniel @ -2udal4db3"" (55400) | #8 ""Ejk @ i4HZ9hui3f"" (36285)",2025-05-16T14:50:44.341Z,174740704434101
"-- starting hand #71 (id: fe4ihxekbuwi)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:50:44.341Z,174740704434100
"-- ending hand #70 --",2025-05-16T14:50:38.338Z,174740703833803
"""daniel @ -2udal4db3"" collected 21000 from pot with Two Pair, K's & 4's (combination: K♠, K♥, 4♠, 4♣, A♠)",2025-05-16T14:50:38.338Z,174740703833802
"""daniel @ -2udal4db3"" shows a K♠, K♥.",2025-05-16T14:50:38.338Z,174740703833801
"""ymk @ u2PJYvu21j"" shows a 9♦, 6♦.",2025-05-16T14:50:38.338Z,174740703833800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:50:37.506Z,174740703750600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:50:36.039Z,174740703603900
"River: 6♠, 4♠, 4♣, J♥ [A♠]",2025-05-16T14:50:33.118Z,174740703311800
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:50:32.245Z,174740703224500
"""daniel @ -2udal4db3"" calls 6000",2025-05-16T14:50:31.159Z,174740703115900
"""ymk @ u2PJYvu21j"" bets 6000",2025-05-16T14:50:16.723Z,174740701672300
"Turn: 6♠, 4♠, 4♣ [J♥]",2025-05-16T14:50:12.979Z,174740701297900
"""Ejk @ i4HZ9hui3f"" calls 1200",2025-05-16T14:50:12.142Z,174740701214200
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:50:11.083Z,174740701108300
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:50:08.256Z,174740700825600
"Flop:  [6♠, 4♠, 4♣]",2025-05-16T14:50:05.577Z,174740700557700
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:50:04.732Z,174740700473200
"""Ejk @ i4HZ9hui3f"" calls 1800",2025-05-16T14:50:03.630Z,174740700363000
"""daniel @ -2udal4db3"" raises to 1800",2025-05-16T14:50:02.544Z,174740700254400
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:49:59.530Z,174740699953000
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:49:58.059Z,174740699805900
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:49:56.477Z,174740699647706
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:49:56.477Z,174740699647705
"Your hand is K♠, K♥",2025-05-16T14:49:56.477Z,174740699647703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (17315) | #5 ""daniel @ -2udal4db3"" (43400) | #8 ""Ejk @ i4HZ9hui3f"" (39285)",2025-05-16T14:49:56.477Z,174740699647701
"-- starting hand #70 (id: 5fnit16pebi4)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:49:56.477Z,174740699647700
"-- ending hand #69 --",2025-05-16T14:49:48.474Z,174740698847402
"""daniel @ -2udal4db3"" collected 21700 from pot with Full House, K's over 8's on the second run  (combination: K♣, K♠, K♥, 8♠, 8♦)",2025-05-16T14:49:48.474Z,174740698847401
"""daniel @ -2udal4db3"" collected 21700 from pot with Two Pair, K's & 8's (combination: K♣, K♠, 8♠, 8♦, J♦)",2025-05-16T14:49:48.474Z,174740698847400
"River (second run): 8♠, K♠, 7♦, 8♦ [K♥]",2025-05-16T14:49:44.470Z,174740698447000
"River: 8♠, K♠, 7♦, 8♦ [5♦]",2025-05-16T14:49:40.466Z,174740698046600
"""Ejk @ i4HZ9hui3f"" shows a A♠, 6♠.",2025-05-16T14:49:36.445Z,174740697644501
"""daniel @ -2udal4db3"" shows a K♣, J♦.",2025-05-16T14:49:36.445Z,174740697644500
"All players in hand choose to run it twice.",2025-05-16T14:49:35.588Z,174740697558801
"""daniel @ -2udal4db3"" chooses to  run it twice.",2025-05-16T14:49:35.588Z,174740697558800
"""Ejk @ i4HZ9hui3f"" chooses to  run it twice.",2025-05-16T14:49:33.838Z,174740697383800
"Remaining players decide whether to run it twice.",2025-05-16T14:49:32.958Z,174740697295801
"""Ejk @ i4HZ9hui3f"" calls 10300",2025-05-16T14:49:32.958Z,174740697295800
"""daniel @ -2udal4db3"" bets 10300 and go all in",2025-05-16T14:49:31.889Z,174740697188900
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:49:29.889Z,174740696988900
"Turn: 8♠, K♠, 7♦ [8♦]",2025-05-16T14:49:27.567Z,174740696756700
"""Ejk @ i4HZ9hui3f"" calls 9600",2025-05-16T14:49:26.738Z,174740696673800
"""daniel @ -2udal4db3"" raises to 9600",2025-05-16T14:49:25.525Z,174740696552500
"""Ejk @ i4HZ9hui3f"" bets 3000",2025-05-16T14:49:19.183Z,174740695918300
"Flop:  [8♠, K♠, 7♦]",2025-05-16T14:49:16.026Z,174740695602600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:49:15.171Z,174740695517100
"""Ejk @ i4HZ9hui3f"" calls 1500",2025-05-16T14:49:14.155Z,174740695415500
"""daniel @ -2udal4db3"" raises to 1500",2025-05-16T14:49:13.112Z,174740695311200
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:49:10.481Z,174740695048106
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:49:10.481Z,174740695048105
"Your hand is K♣, J♦",2025-05-16T14:49:10.481Z,174740695048103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (17915) | #5 ""daniel @ -2udal4db3"" (21400) | #8 ""Ejk @ i4HZ9hui3f"" (60685)",2025-05-16T14:49:10.481Z,174740695048101
"-- starting hand #69 (id: ld2tja93xtj1)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:49:10.481Z,174740695048100
"-- ending hand #68 --",2025-05-16T14:49:04.476Z,174740694447602
"""daniel @ -2udal4db3"" collected 3000 from pot with Two Pair, 9's & 6's (combination: 9♦, 9♥, 6♠, 6♣, 10♥)",2025-05-16T14:49:04.476Z,174740694447601
"""daniel @ -2udal4db3"" shows a 9♦, 10♥.",2025-05-16T14:49:04.476Z,174740694447600
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:49:03.626Z,174740694362600
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:48:58.050Z,174740693805000
"""daniel @ -2udal4db3"" bets 600",2025-05-16T14:48:56.973Z,174740693697300
"River: 5♣, 6♠, 3♣, 6♣ [9♥]",2025-05-16T14:48:54.065Z,174740693406500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:48:53.248Z,174740693324800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:48:50.675Z,174740693067500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:48:49.361Z,174740692936100
"Turn: 5♣, 6♠, 3♣ [6♣]",2025-05-16T14:48:47.720Z,174740692772000
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:48:46.891Z,174740692689100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:48:45.824Z,174740692582400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:48:44.759Z,174740692475900
"Flop:  [5♣, 6♠, 3♣]",2025-05-16T14:48:43.167Z,174740692316700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:48:42.323Z,174740692232300
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:48:41.264Z,174740692126400
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:48:38.349Z,174740691834900
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:48:37.401Z,174740691740106
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:48:37.401Z,174740691740105
"Your hand is 9♦, 10♥",2025-05-16T14:48:37.401Z,174740691740103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (19115) | #5 ""daniel @ -2udal4db3"" (19600) | #8 ""Ejk @ i4HZ9hui3f"" (61285)",2025-05-16T14:48:37.401Z,174740691740101
"-- starting hand #68 (id: akb7bxvcyvfj)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:48:37.401Z,174740691740100
"-- ending hand #67 --",2025-05-16T14:48:34.471Z,174740691447102
"""daniel @ -2udal4db3"" collected 4500 from pot",2025-05-16T14:48:34.471Z,174740691447101
"Uncalled bet of 3000 returned to ""daniel @ -2udal4db3""",2025-05-16T14:48:34.471Z,174740691447100
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:48:33.651Z,174740691365100
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:48:32.604Z,174740691260400
"""daniel @ -2udal4db3"" bets 3000",2025-05-16T14:48:31.544Z,174740691154400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:48:27.152Z,174740690715200
"Turn: K♥, 5♥, 7♦ [A♠]",2025-05-16T14:48:25.911Z,174740690591100
"""ymk @ u2PJYvu21j"" calls 900",2025-05-16T14:48:25.096Z,174740690509600
"""Ejk @ i4HZ9hui3f"" calls 900",2025-05-16T14:48:23.786Z,174740690378600
"""daniel @ -2udal4db3"" bets 900",2025-05-16T14:48:22.746Z,174740690274600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:48:20.639Z,174740690063900
"Flop:  [K♥, 5♥, 7♦]",2025-05-16T14:48:19.153Z,174740689915300
"""daniel @ -2udal4db3"" checks",2025-05-16T14:48:18.325Z,174740689832500
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:48:17.294Z,174740689729400
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:48:16.157Z,174740689615700
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:48:15.101Z,174740689510106
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:48:15.101Z,174740689510105
"Your hand is 4♦, 6♥",2025-05-16T14:48:15.101Z,174740689510103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20615) | #5 ""daniel @ -2udal4db3"" (16600) | #8 ""Ejk @ i4HZ9hui3f"" (62785)",2025-05-16T14:48:15.101Z,174740689510101
"-- starting hand #67 (id: 6cfkntoiiqih)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:48:15.101Z,174740689510100
"-- ending hand #66 --",2025-05-16T14:48:09.065Z,174740688906503
"""Ejk @ i4HZ9hui3f"" collected 10200 from pot with Flush, As High (combination: A♠, 8♠, 6♠, 5♠, 2♠)",2025-05-16T14:48:09.065Z,174740688906502
"""Ejk @ i4HZ9hui3f"" shows a 5♠, 7♣.",2025-05-16T14:48:09.065Z,174740688906501
"""daniel @ -2udal4db3"" shows a J♣, 9♥.",2025-05-16T14:48:09.065Z,174740688906500
"""Ejk @ i4HZ9hui3f"" calls 3000",2025-05-16T14:48:08.260Z,174740688826000
"""daniel @ -2udal4db3"" bets 3000",2025-05-16T14:48:06.988Z,174740688698800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:48:01.526Z,174740688152600
"River: A♠, 8♠, 2♠, Q♥ [6♠]",2025-05-16T14:47:59.460Z,174740687946000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:47:58.644Z,174740687864400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:47:56.571Z,174740687657100
"Turn: A♠, 8♠, 2♠ [Q♥]",2025-05-16T14:47:54.607Z,174740687460700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:47:53.774Z,174740687377400
"""Ejk @ i4HZ9hui3f"" calls 1200",2025-05-16T14:47:52.522Z,174740687252200
"""daniel @ -2udal4db3"" bets 1200",2025-05-16T14:47:49.604Z,174740686960400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:47:46.227Z,174740686622700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:47:45.145Z,174740686514500
"Flop:  [A♠, 8♠, 2♠]",2025-05-16T14:47:43.397Z,174740686339700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:47:42.548Z,174740686254800
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:47:41.460Z,174740686146000
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:47:40.357Z,174740686035700
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:47:39.395Z,174740685939506
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:47:39.395Z,174740685939505
"Your hand is J♣, 9♥",2025-05-16T14:47:39.395Z,174740685939503
