entry,at,order
"-- starting hand #28 (id: xoi8igs2gonu)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:25:11.237Z,174740551123700
"-- ending hand #27 --",2025-05-16T14:25:05.233Z,174740550523302
"""daniel @ -2udal4db3"" collected 800 from pot with Pair, 2's (combination: 2♣, 2♦, A♥, 10♥, 6♥)",2025-05-16T14:25:05.233Z,174740550523301
"""daniel @ -2udal4db3"" shows a 2♣, 10♥.",2025-05-16T14:25:05.233Z,174740550523300
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:25:04.356Z,174740550435600
"""daniel @ -2udal4db3"" checks",2025-05-16T14:25:02.788Z,174740550278800
"River: 4♥, A♥, 2♦, 6♥ [3♠]",2025-05-16T14:24:57.214Z,174740549721400
"""Ejk @ i4HZ9hui3f"" calls 200",2025-05-16T14:24:56.349Z,174740549634900
"""daniel @ -2udal4db3"" bets 200",2025-05-16T14:24:52.510Z,174740549251000
"Turn: 4♥, A♥, 2♦ [6♥]",2025-05-16T14:24:50.894Z,174740549089400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:24:50.044Z,174740549004400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:24:48.493Z,174740548849300
"Flop:  [4♥, A♥, 2♦]",2025-05-16T14:24:47.691Z,174740548769100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:24:46.848Z,174740548684800
"""daniel @ -2udal4db3"" calls 200",2025-05-16T14:24:45.760Z,174740548576000
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:24:44.669Z,174740548466900
"""Ejk @ i4HZ9hui3f"" posts a big blind of 200",2025-05-16T14:24:41.816Z,174740548181606
"""daniel @ -2udal4db3"" posts a small blind of 100",2025-05-16T14:24:41.816Z,174740548181605
"Your hand is 2♣, 10♥",2025-05-16T14:24:41.816Z,174740548181603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (27075) | #5 ""daniel @ -2udal4db3"" (6600) | #8 ""Ejk @ i4HZ9hui3f"" (46325)",2025-05-16T14:24:41.816Z,174740548181601
"-- starting hand #27 (id: 9ltbtd3mldtd)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:24:41.816Z,174740548181600
"-- ending hand #26 --",2025-05-16T14:24:38.889Z,174740547888902
"""Ejk @ i4HZ9hui3f"" collected 2400 from pot",2025-05-16T14:24:38.889Z,174740547888901
"Uncalled bet of 400 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:24:38.889Z,174740547888900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:24:38.058Z,174740547805800
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:24:29.535Z,174740546953500
"""Ejk @ i4HZ9hui3f"" bets 400",2025-05-16T14:24:28.502Z,174740546850200
"""daniel @ -2udal4db3"" checks",2025-05-16T14:24:26.342Z,174740546634200
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:24:25.053Z,174740546505300
"Turn: 2♦, Q♠, 6♠ [7♥]",2025-05-16T14:24:21.872Z,174740546187200
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:24:21.030Z,174740546103000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:24:19.949Z,174740545994900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:24:16.655Z,174740545665500
"Flop:  [2♦, Q♠, 6♠]",2025-05-16T14:24:13.182Z,174740545318200
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:24:12.349Z,174740545234900
"""ymk @ u2PJYvu21j"" calls 800",2025-05-16T14:24:10.749Z,174740545074900
"""Ejk @ i4HZ9hui3f"" raises to 800",2025-05-16T14:24:09.477Z,174740544947700
"""daniel @ -2udal4db3"" posts a big blind of 200",2025-05-16T14:24:05.375Z,174740544537506
"""ymk @ u2PJYvu21j"" posts a small blind of 100",2025-05-16T14:24:05.375Z,174740544537505
"Your hand is K♣, 3♣",2025-05-16T14:24:05.375Z,174740544537503
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (27875) | #5 ""daniel @ -2udal4db3"" (7400) | #8 ""Ejk @ i4HZ9hui3f"" (44725)",2025-05-16T14:24:05.375Z,174740544537501
"-- starting hand #26 (id: elu4e12rcdso)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:24:05.375Z,174740544537500
"""Ejk @ i4HZ9hui3f"" shows a Q♠, 9♣.",2025-05-16T14:24:03.113Z,174740544311300
"-- ending hand #25 --",2025-05-16T14:24:01.758Z,174740544175802
"""Ejk @ i4HZ9hui3f"" collected 3400 from pot",2025-05-16T14:24:01.758Z,174740544175801
"Uncalled bet of 2550 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:24:01.758Z,174740544175800
"""daniel @ -2udal4db3"" folds",2025-05-16T14:24:00.900Z,174740544090000
"""Ejk @ i4HZ9hui3f"" bets 2550",2025-05-16T14:23:36.338Z,174740541633800
"River: A♥, 6♠, Q♥, J♠ [7♣]",2025-05-16T14:23:30.903Z,174740541090300
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:23:30.081Z,174740541008100
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:23:29.018Z,174740540901800
"""daniel @ -2udal4db3"" bets 800",2025-05-16T14:23:27.619Z,174740540761900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:23:25.114Z,174740540511400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:23:24.079Z,174740540407900
"Turn: A♥, 6♠, Q♥ [J♠]",2025-05-16T14:23:22.271Z,174740540227100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:23:21.466Z,174740540146600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:23:20.295Z,174740540029500
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:23:18.037Z,174740539803700
"Flop:  [A♥, 6♠, Q♥]",2025-05-16T14:23:16.115Z,174740539611500
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:23:15.295Z,174740539529500
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:23:14.138Z,174740539413800
"""Ejk @ i4HZ9hui3f"" raises to 600",2025-05-16T14:23:12.918Z,174740539291800
"""daniel @ -2udal4db3"" calls 200",2025-05-16T14:23:10.623Z,174740539062300
"""ymk @ u2PJYvu21j"" posts a big blind of 200",2025-05-16T14:23:09.407Z,174740538940706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 100",2025-05-16T14:23:09.407Z,174740538940705
"Your hand is 2♥, 2♠",2025-05-16T14:23:09.407Z,174740538940703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (28475) | #5 ""daniel @ -2udal4db3"" (8800) | #8 ""Ejk @ i4HZ9hui3f"" (42725)",2025-05-16T14:23:09.407Z,174740538940701
"-- starting hand #25 (id: p0z1cyrfl2tj)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:23:09.407Z,174740538940700
"""ymk @ u2PJYvu21j"" shows a 2♣, K♠.",2025-05-16T14:23:06.343Z,174740538634300
"-- ending hand #24 --",2025-05-16T14:23:05.804Z,174740538580402
"""ymk @ u2PJYvu21j"" collected 9250 from pot",2025-05-16T14:23:05.804Z,174740538580401
"Uncalled bet of 19225 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:23:05.804Z,174740538580400
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:23:04.998Z,174740538499800
"""ymk @ u2PJYvu21j"" bets 19225 and go all in",2025-05-16T14:23:03.755Z,174740538375500
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:23:01.824Z,174740538182400
"River: A♠, K♥, 10♥, 2♦ [Q♠]",2025-05-16T14:22:57.254Z,174740537725400
"""Ejk @ i4HZ9hui3f"" calls 2000",2025-05-16T14:22:56.436Z,174740537643600
"""ymk @ u2PJYvu21j"" bets 2000",2025-05-16T14:22:55.376Z,174740537537600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:22:52.343Z,174740537234300
"Turn: A♠, K♥, 10♥ [2♦]",2025-05-16T14:22:48.665Z,174740536866500
"""daniel @ -2udal4db3"" folds",2025-05-16T14:22:47.841Z,174740536784100
"""ymk @ u2PJYvu21j"" calls 1575",2025-05-16T14:22:44.443Z,174740536444300
"""Ejk @ i4HZ9hui3f"" bets 1575",2025-05-16T14:22:43.338Z,174740536333800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:22:41.032Z,174740536103200
"Flop:  [A♠, K♥, 10♥]",2025-05-16T14:22:39.462Z,174740535946200
"""ymk @ u2PJYvu21j"" calls 700",2025-05-16T14:22:38.643Z,174740535864300
"""Ejk @ i4HZ9hui3f"" calls 700",2025-05-16T14:22:36.913Z,174740535691300
"""daniel @ -2udal4db3"" raises to 700",2025-05-16T14:22:35.396Z,174740535539600
"""ymk @ u2PJYvu21j"" calls 200",2025-05-16T14:22:31.795Z,174740535179500
"""Ejk @ i4HZ9hui3f"" posts a big blind of 200",2025-05-16T14:22:30.146Z,174740535014606
"""daniel @ -2udal4db3"" posts a small blind of 100",2025-05-16T14:22:30.146Z,174740535014605
"Your hand is 9♦, 8♦",2025-05-16T14:22:30.146Z,174740535014603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23500) | #5 ""daniel @ -2udal4db3"" (9500) | #8 ""Ejk @ i4HZ9hui3f"" (47000)",2025-05-16T14:22:30.146Z,174740535014601
"-- starting hand #24 (id: yzg6g9sai3em)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:22:30.146Z,174740535014600
"-- ending hand #23 --",2025-05-16T14:22:24.142Z,174740534414203
"""Ejk @ i4HZ9hui3f"" collected 47000 from pot with Two Pair, K's & 10's (combination: K♠, K♦, 10♦, 10♥, A♦)",2025-05-16T14:22:24.142Z,174740534414202
"""Ejk @ i4HZ9hui3f"" shows a 10♦, K♠.",2025-05-16T14:22:24.142Z,174740534414201
"""ymk @ u2PJYvu21j"" shows a 3♠, K♥.",2025-05-16T14:22:24.142Z,174740534414200
"""Ejk @ i4HZ9hui3f"" calls 17650 and go all in",2025-05-16T14:22:23.319Z,174740534331900
"""ymk @ u2PJYvu21j"" bets 17650",2025-05-16T14:22:21.935Z,174740534193500
"River: A♦, Q♠, 9♠, K♦ [10♥]",2025-05-16T14:22:17.091Z,174740533709100
"""Ejk @ i4HZ9hui3f"" calls 3600",2025-05-16T14:22:16.244Z,174740533624400
"""ymk @ u2PJYvu21j"" bets 3600",2025-05-16T14:22:14.861Z,174740533486100
"Turn: A♦, Q♠, 9♠ [K♦]",2025-05-16T14:22:11.135Z,174740533113500
"""ymk @ u2PJYvu21j"" calls 1350",2025-05-16T14:22:10.303Z,174740533030300
"""Ejk @ i4HZ9hui3f"" bets 1350",2025-05-16T14:22:08.107Z,174740532810700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:22:05.834Z,174740532583400
"Flop:  [A♦, Q♠, 9♠]",2025-05-16T14:22:03.626Z,174740532362600
"""daniel @ -2udal4db3"" folds",2025-05-16T14:22:02.818Z,174740532281800
"""ymk @ u2PJYvu21j"" calls 800",2025-05-16T14:22:01.702Z,174740532170200
"""Ejk @ i4HZ9hui3f"" raises to 800",2025-05-16T14:22:00.606Z,174740532060600
"""daniel @ -2udal4db3"" posts a big blind of 200",2025-05-16T14:21:58.243Z,174740531824306
"""ymk @ u2PJYvu21j"" posts a small blind of 100",2025-05-16T14:21:58.243Z,174740531824305
"Your hand is 4♥, 3♣",2025-05-16T14:21:58.243Z,174740531824303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (46900) | #5 ""daniel @ -2udal4db3"" (9700) | #8 ""Ejk @ i4HZ9hui3f"" (23400)",2025-05-16T14:21:58.243Z,174740531824301
"-- starting hand #23 (id: sbqn3fker0pw)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:21:58.243Z,174740531824300
"-- ending hand #22 --",2025-05-16T14:21:55.310Z,174740531531002
"""Ejk @ i4HZ9hui3f"" collected 6000 from pot",2025-05-16T14:21:55.310Z,174740531531001
"Uncalled bet of 6000 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:21:55.310Z,174740531531000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:21:54.489Z,174740531448900
"""Ejk @ i4HZ9hui3f"" bets 6000",2025-05-16T14:21:15.627Z,174740527562700
"River: 10♠, 4♦, 5♠, 7♣ [6♦]",2025-05-16T14:21:11.075Z,174740527107500
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T14:21:10.268Z,174740527026800
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:20:59.287Z,174740525928700
"""Ejk @ i4HZ9hui3f"" bets 1800",2025-05-16T14:20:57.921Z,174740525792100
"Turn: 10♠, 4♦, 5♠ [7♣]",2025-05-16T14:20:55.701Z,174740525570100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:20:54.819Z,174740525481900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:20:53.747Z,174740525374700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:20:52.281Z,174740525228100
"Flop:  [10♠, 4♦, 5♠]",2025-05-16T14:20:47.459Z,174740524745900
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:20:46.613Z,174740524661300
"""ymk @ u2PJYvu21j"" calls 800",2025-05-16T14:20:44.841Z,174740524484100
"""Ejk @ i4HZ9hui3f"" raises to 800",2025-05-16T14:20:42.786Z,174740524278600
"""daniel @ -2udal4db3"" calls 200",2025-05-16T14:20:40.191Z,174740524019100
"""ymk @ u2PJYvu21j"" posts a big blind of 200",2025-05-16T14:20:39.135Z,174740523913507
"""Ejk @ i4HZ9hui3f"" posts a small blind of 100",2025-05-16T14:20:39.135Z,174740523913506
"Your hand is J♥, 5♥",2025-05-16T14:20:39.135Z,174740523913504
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (47700) | #5 ""daniel @ -2udal4db3"" (12300) | #8 ""Ejk @ i4HZ9hui3f"" (20000)",2025-05-16T14:20:39.135Z,174740523913502
"-- starting hand #22 (id: xxj0rzoy1wiy)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:20:39.135Z,174740523913501
"The player ""Ejk @ i4HZ9hui3f"" joined the game with a stack of 20000.",2025-05-16T14:20:39.135Z,174740523913500
"-- ending hand #21 --",2025-05-16T14:20:36.156Z,174740523615602
"""daniel @ -2udal4db3"" collected 1400 from pot",2025-05-16T14:20:36.156Z,174740523615601
"Uncalled bet of 600 returned to ""daniel @ -2udal4db3""",2025-05-16T14:20:36.156Z,174740523615600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:20:35.350Z,174740523535000
"""daniel @ -2udal4db3"" bets 600",2025-05-16T14:20:34.327Z,174740523432700
"Turn: 7♣, A♥, 10♠ [10♣]",2025-05-16T14:20:32.053Z,174740523205300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:20:31.239Z,174740523123900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:20:29.016Z,174740522901600
"The admin approved the player ""Ejk @ i4HZ9hui3f"" participation with a stack of 20000.",2025-05-16T14:20:28.555Z,174740522855500
"Flop:  [7♣, A♥, 10♠]",2025-05-16T14:20:25.445Z,174740522544500
"The player ""Ejk @ i4HZ9hui3f"" requested a seat.",2025-05-16T14:20:25.237Z,174740522523700
"""ymk @ u2PJYvu21j"" calls 700",2025-05-16T14:20:24.597Z,174740522459700
"""daniel @ -2udal4db3"" raises to 700",2025-05-16T14:20:22.126Z,174740522212600
"""ymk @ u2PJYvu21j"" calls 200",2025-05-16T14:20:20.135Z,174740522013500
"""daniel @ -2udal4db3"" posts a big blind of 200",2025-05-16T14:20:18.721Z,174740521872106
"""ymk @ u2PJYvu21j"" posts a small blind of 100",2025-05-16T14:20:18.721Z,174740521872105
"Your hand is A♣, 8♦",2025-05-16T14:20:18.721Z,174740521872104
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (48400) | #5 ""daniel @ -2udal4db3"" (11600)",2025-05-16T14:20:18.721Z,174740521872102
"-- starting hand #21 (id: dftiasv1eenp)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:20:18.721Z,174740521872101
"The player ""Ejk @ i4HZ9hui3f"" quits the game with a stack of 0.",2025-05-16T14:20:18.721Z,174740521872100
"-- ending hand #20 --",2025-05-16T14:20:10.717Z,174740521071702
"""ymk @ u2PJYvu21j"" collected 19000 from pot with Two Pair, 10's & 4's on the second run  (combination: 10♥, 10♠, 4♥, 4♠, A♥)",2025-05-16T14:20:10.717Z,174740521071701
"""ymk @ u2PJYvu21j"" collected 19000 from pot with Two Pair, 10's & 4's (combination: 10♥, 10♠, 4♥, 4♠, Q♣)",2025-05-16T14:20:10.717Z,174740521071700
"River (second run): 4♥, 3♣, 6♣, 4♠ [A♥]",2025-05-16T14:20:06.711Z,174740520671100
"River: 4♥, 3♣, 6♣, 4♠ [Q♣]",2025-05-16T14:20:02.704Z,174740520270400
"""Ejk @ i4HZ9hui3f"" shows a 6♦, 8♠.",2025-05-16T14:19:58.667Z,174740519866701
"""ymk @ u2PJYvu21j"" shows a 10♥, 10♠.",2025-05-16T14:19:58.667Z,174740519866700
"All players in hand choose to run it twice.",2025-05-16T14:19:57.862Z,174740519786201
"""Ejk @ i4HZ9hui3f"" chooses to  run it twice.",2025-05-16T14:19:57.862Z,174740519786200
"""ymk @ u2PJYvu21j"" chooses to  run it twice.",2025-05-16T14:19:56.694Z,174740519669400
"Remaining players decide whether to run it twice.",2025-05-16T14:19:56.449Z,174740519644901
"""daniel @ -2udal4db3"" folds",2025-05-16T14:19:56.449Z,174740519644900
"""ymk @ u2PJYvu21j"" calls 6700",2025-05-16T14:19:55.355Z,174740519535500
"""Ejk @ i4HZ9hui3f"" bets 6700 and go all in",2025-05-16T14:19:53.957Z,174740519395700
"Turn: 4♥, 3♣, 6♣ [4♠]",2025-05-16T14:19:51.208Z,174740519120800
"""daniel @ -2udal4db3"" calls 7400",2025-05-16T14:19:50.391Z,174740519039100
"""ymk @ u2PJYvu21j"" calls 7400",2025-05-16T14:19:47.195Z,174740518719500
"""Ejk @ i4HZ9hui3f"" raises to 7400",2025-05-16T14:19:41.536Z,174740518153600
"""daniel @ -2udal4db3"" calls 4600",2025-05-16T14:19:29.245Z,174740516924500
"""ymk @ u2PJYvu21j"" raises to 4600",2025-05-16T14:19:15.665Z,174740515566500
"""Ejk @ i4HZ9hui3f"" bets 1800",2025-05-16T14:19:12.285Z,174740515228500
"Flop:  [4♥, 3♣, 6♣]",2025-05-16T14:19:09.213Z,174740514921300
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:19:08.405Z,174740514840500
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:19:07.011Z,174740514701100
"""ymk @ u2PJYvu21j"" raises to 800",2025-05-16T14:19:05.333Z,174740514533300
"""Ejk @ i4HZ9hui3f"" calls 200",2025-05-16T14:19:02.838Z,174740514283800
"""daniel @ -2udal4db3"" calls 200",2025-05-16T14:19:01.698Z,174740514169800
"""ymk @ u2PJYvu21j"" posts a big blind of 200",2025-05-16T14:19:00.082Z,174740514008206
"""Ejk @ i4HZ9hui3f"" posts a small blind of 100",2025-05-16T14:19:00.082Z,174740514008205
"Your hand is 5♥, K♣",2025-05-16T14:19:00.082Z,174740514008203
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (25300) | #5 ""daniel @ -2udal4db3"" (19800) | #8 ""Ejk @ i4HZ9hui3f"" (14900)",2025-05-16T14:19:00.082Z,174740514008201
"-- starting hand #20 (id: lvqoj3xwutmq)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:19:00.082Z,174740514008200
"-- ending hand #19 --",2025-05-16T14:18:54.038Z,174740513403801
"""ymk @ u2PJYvu21j"" collected 25300 from pot with Straight, K High (combination: K♣, Q♥, J♠, 10♦, 9♠)",2025-05-16T14:18:54.038Z,174740513403800
"River: Q♥, 7♦, 9♠, J♠ [K♣]",2025-05-16T14:18:50.029Z,174740513002900
"""daniel @ -2udal4db3"" shows a 7♣, 7♥.",2025-05-16T14:18:45.986Z,174740512598601
"""ymk @ u2PJYvu21j"" shows a 6♦, 10♦.",2025-05-16T14:18:45.986Z,174740512598600
"Some players choose to not run it twice.",2025-05-16T14:18:45.165Z,174740512516501
"""daniel @ -2udal4db3"" chooses to not run it twice.",2025-05-16T14:18:45.165Z,174740512516500
"""ymk @ u2PJYvu21j"" chooses to  run it twice.",2025-05-16T14:18:44.114Z,174740512411400
"Remaining players decide whether to run it twice.",2025-05-16T14:18:43.893Z,174740512389301
"""daniel @ -2udal4db3"" calls 8600",2025-05-16T14:18:43.893Z,174740512389300
"""ymk @ u2PJYvu21j"" raises to 8600 and go all in",2025-05-16T14:18:41.926Z,174740512192600
"""daniel @ -2udal4db3"" bets 4200",2025-05-16T14:18:40.014Z,174740512001400
"Turn: Q♥, 7♦, 9♠ [J♠]",2025-05-16T14:18:28.699Z,174740510869900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:18:27.856Z,174740510785600
"""daniel @ -2udal4db3"" calls 2600",2025-05-16T14:18:26.812Z,174740510681200
"""ymk @ u2PJYvu21j"" raises to 2600",2025-05-16T14:18:14.616Z,174740509461600
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:18:11.268Z,174740509126800
"""daniel @ -2udal4db3"" bets 800",2025-05-16T14:18:09.190Z,174740508919000
"Flop:  [Q♥, 7♦, 9♠]",2025-05-16T14:18:04.999Z,174740508499900
"""ymk @ u2PJYvu21j"" calls 700",2025-05-16T14:18:04.165Z,174740508416500
"""Ejk @ i4HZ9hui3f"" calls 700",2025-05-16T14:18:03.050Z,174740508305000
"""daniel @ -2udal4db3"" raises to 700",2025-05-16T14:18:01.074Z,174740508107400
"""ymk @ u2PJYvu21j"" calls 200",2025-05-16T14:17:56.274Z,174740507627400
"""Ejk @ i4HZ9hui3f"" posts a big blind of 200",2025-05-16T14:17:55.114Z,174740507511406
"""daniel @ -2udal4db3"" posts a small blind of 100",2025-05-16T14:17:55.114Z,174740507511405
"Your hand is 7♣, 7♥",2025-05-16T14:17:55.114Z,174740507511403
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (11900) | #5 ""daniel @ -2udal4db3"" (31700) | #8 ""Ejk @ i4HZ9hui3f"" (16400)",2025-05-16T14:17:55.114Z,174740507511401
"-- starting hand #19 (id: gqf6teombyox)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:17:55.114Z,174740507511400
"-- ending hand #18 --",2025-05-16T14:17:52.201Z,174740507220102
"""ymk @ u2PJYvu21j"" collected 2400 from pot",2025-05-16T14:17:52.201Z,174740507220101
"Uncalled bet of 1400 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:17:52.201Z,174740507220100
"""daniel @ -2udal4db3"" folds",2025-05-16T14:17:51.352Z,174740507135200
"""ymk @ u2PJYvu21j"" bets 1400",2025-05-16T14:17:44.529Z,174740506452900
"River: 2♠, A♦, 8♣, 9♥ [6♥]",2025-05-16T14:17:38.543Z,174740505854300
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:17:37.694Z,174740505769400
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:17:32.891Z,174740505289100
"Turn: 2♠, A♦, 8♣ [9♥]",2025-05-16T14:17:28.857Z,174740504885700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:17:28.014Z,174740504801400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:17:24.090Z,174740504409000
"Flop:  [2♠, A♦, 8♣]",2025-05-16T14:17:22.537Z,174740504253700
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:17:21.677Z,174740504167700
"""ymk @ u2PJYvu21j"" raises to 800",2025-05-16T14:17:12.446Z,174740503244600
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:17:09.937Z,174740502993700
"""daniel @ -2udal4db3"" posts a big blind of 200",2025-05-16T14:17:06.642Z,174740502664206
"""ymk @ u2PJYvu21j"" posts a small blind of 100",2025-05-16T14:17:06.642Z,174740502664205
"Your hand is Q♠, J♠",2025-05-16T14:17:06.642Z,174740502664203
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (10700) | #5 ""daniel @ -2udal4db3"" (32900) | #8 ""Ejk @ i4HZ9hui3f"" (16400)",2025-05-16T14:17:06.642Z,174740502664201
"-- starting hand #18 (id: y7qcbge33ags)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:17:06.642Z,174740502664200
"-- ending hand #17 --",2025-05-16T14:17:00.591Z,174740502059103
"""daniel @ -2udal4db3"" collected 5700 from pot with Pair, A's (combination: A♣, A♥, K♣, Q♠, 7♣)",2025-05-16T14:17:00.591Z,174740502059102
"""daniel @ -2udal4db3"" shows a K♣, 7♣.",2025-05-16T14:17:00.591Z,174740502059101
"""ymk @ u2PJYvu21j"" shows a 5♥, 6♥.",2025-05-16T14:17:00.591Z,174740502059100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:16:59.746Z,174740501974600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:16:54.581Z,174740501458100
"River: 3♣, A♣, A♥, 2♦ [Q♠]",2025-05-16T14:16:48.379Z,174740500837900
"""daniel @ -2udal4db3"" calls 1000",2025-05-16T14:16:47.559Z,174740500755900
"""ymk @ u2PJYvu21j"" bets 1000",2025-05-16T14:16:43.173Z,174740500317300
"Turn: 3♣, A♣, A♥ [2♦]",2025-05-16T14:16:38.371Z,174740499837100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:16:37.541Z,174740499754100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:16:35.285Z,174740499528500
"Flop:  [3♣, A♣, A♥]",2025-05-16T14:16:32.569Z,174740499256900
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T14:16:31.718Z,174740499171800
"""ymk @ u2PJYvu21j"" raises to 1800",2025-05-16T14:16:25.282Z,174740498528200
